1,1,0.282450 ,0.717550 
1,1,0.987783 ,0.012217 
1,1,0.995930 ,0.004070 
1,1,0.472032 ,0.527968 
1,1,0.690836 ,0.309164 
1,1,0.421314 ,0.578686 
1,1,0.720208 ,0.279792 
1,1,0.166386 ,0.833614 
1,1,0.657940 ,0.342060 
1,1,0.998323 ,0.001677 
1,1,0.015747 ,0.984253 
1,1,0.379585 ,0.620415 
1,1,0.979878 ,0.020122 
1,1,0.899381 ,0.100619 
2,1,0.700003 ,0.299997 
1,1,0.771096 ,0.228904 
1,1,0.299505 ,0.700495 
1,1,0.184564 ,0.815436 
1,1,0.006961 ,0.993040 
1,1,0.779098 ,0.220903 
2,1,0.833485 ,0.166515 
1,1,0.010189 ,0.989811 
1,1,0.043772 ,0.956228 
1,1,0.000180 ,0.999820 
1,1,0.495036 ,0.504964 
1,1,0.000694 ,0.999306 
1,1,0.022450 ,0.977550 
2,1,0.037520 ,0.962480 
1,1,0.295459 ,0.704541 
2,1,0.254616 ,0.745384 
1,1,0.411584 ,0.588416 
1,1,0.001836 ,0.998164 
1,1,0.003310 ,0.996690 
1,1,0.040871 ,0.959130 
1,1,0.041202 ,0.958798 
1,1,0.441306 ,0.558694 
1,1,0.407473 ,0.592527 
1,1,0.028822 ,0.971178 
1,1,0.700277 ,0.299723 
1,1,0.697901 ,0.302099 
2,1,0.017314 ,0.982686 
1,1,0.341427 ,0.658573 
1,1,0.007452 ,0.992548 
1,1,0.016926 ,0.983074 
1,1,0.010601 ,0.989399 
1,1,0.576649 ,0.423351 
1,1,0.995145 ,0.004855 
1,1,0.950079 ,0.049921 
1,1,0.282796 ,0.717204 
2,1,0.037307 ,0.962693 
1,1,0.250778 ,0.749222 
1,2,0.604977 ,0.395023 
1,2,0.465193 ,0.534807 
1,2,0.030148 ,0.969852 
1,2,0.028414 ,0.971586 
1,2,0.986591 ,0.013409 
1,2,0.943992 ,0.056008 
1,2,0.314821 ,0.685179 
1,2,0.962089 ,0.037911 
1,2,0.018514 ,0.981486 
