1,1,0.831026 ,0.168974 
1,1,0.984941 ,0.015059 
1,1,0.998766 ,0.001235 
1,1,0.369756 ,0.630244 
1,1,0.000008 ,0.999992 
1,1,0.145985 ,0.854015 
1,1,1.000000 ,0.000000 
1,1,0.362221 ,0.637779 
1,1,0.433642 ,0.566358 
1,1,0.994060 ,0.005940 
1,1,0.223456 ,0.776544 
1,1,0.910414 ,0.089586 
1,1,0.977592 ,0.022408 
1,1,0.960443 ,0.039557 
2,1,0.542990 ,0.457010 
1,1,0.558675 ,0.441325 
1,1,0.016189 ,0.983811 
1,1,0.491227 ,0.508773 
1,1,0.201555 ,0.798445 
1,1,0.971368 ,0.028632 
2,1,0.967943 ,0.032057 
1,1,0.001801 ,0.998199 
1,1,0.048167 ,0.951833 
1,1,0.016904 ,0.983096 
1,1,0.736543 ,0.263457 
1,1,0.007661 ,0.992339 
1,1,0.002485 ,0.997515 
2,1,0.004720 ,0.995280 
1,1,0.108634 ,0.891366 
2,1,0.005117 ,0.994883 
1,1,0.569921 ,0.430080 
1,1,0.000201 ,0.999799 
1,1,0.001726 ,0.998274 
1,1,0.008545 ,0.991455 
1,1,0.015185 ,0.984815 
1,1,0.967894 ,0.032107 
1,1,0.001086 ,0.998915 
1,1,0.064245 ,0.935755 
1,1,0.186023 ,0.813977 
1,1,0.548394 ,0.451606 
2,1,0.434944 ,0.565056 
1,1,0.607060 ,0.392940 
1,1,0.010903 ,0.989097 
1,1,0.709461 ,0.290539 
1,1,0.001718 ,0.998282 
1,1,0.340140 ,0.659860 
1,1,0.999721 ,0.000279 
1,1,0.878172 ,0.121828 
1,1,0.468249 ,0.531751 
2,1,0.010860 ,0.989140 
1,1,0.007567 ,0.992433 
1,2,0.069741 ,0.930259 
1,2,0.664537 ,0.335463 
1,2,0.006281 ,0.993719 
1,2,0.000203 ,0.999797 
1,2,0.993331 ,0.006669 
1,2,0.466360 ,0.533640 
1,2,0.014849 ,0.985151 
1,2,0.948383 ,0.051618 
1,2,0.289714 ,0.710286 
1,2,0.035908 ,0.964092 
2,2,0.000008 ,0.999992 
2,2,0.001285 ,0.998715 
1,2,0.002178 ,0.997822 
1,2,0.128677 ,0.871323 
1,2,0.447763 ,0.552237 
1,2,0.999548 ,0.000452 
2,2,0.921860 ,0.078140 
1,2,0.373660 ,0.626340 
1,2,0.340025 ,0.659975 
1,2,0.980743 ,0.019258 
1,2,0.997052 ,0.002948 
1,2,0.933638 ,0.066362 
2,2,0.999399 ,0.000601 
1,2,0.983284 ,0.016716 
1,2,0.066322 ,0.933678 
1,2,0.048749 ,0.951251 
1,2,0.378866 ,0.621134 
1,2,0.262405 ,0.737595 
1,2,0.988704 ,0.011296 
1,2,0.379077 ,0.620923 
1,2,0.985452 ,0.014548 
1,2,0.996391 ,0.003609 
1,2,0.075353 ,0.924647 
1,3,0.149855 ,0.850145 
1,3,0.992577 ,0.007423 
1,3,0.989289 ,0.010711 
1,3,0.131199 ,0.868802 
1,3,0.333570 ,0.666430 
1,3,0.505696 ,0.494304 
1,3,0.520732 ,0.479268 
1,3,0.989026 ,0.010974 
1,3,0.991301 ,0.008699 
1,3,0.530016 ,0.469984 
1,3,0.017469 ,0.982532 
1,3,0.040947 ,0.959053 
1,3,0.000303 ,0.999697 
1,3,0.028805 ,0.971195 
1,3,0.676601 ,0.323399 
1,3,0.001677 ,0.998323 
1,3,0.957383 ,0.042617 
1,3,0.039742 ,0.960258 
1,3,0.273471 ,0.726529 
1,3,0.001066 ,0.998934 
1,3,0.657550 ,0.342450 
1,3,0.009639 ,0.990361 
1,3,0.995629 ,0.004371 
1,4,0.663867 ,0.336133 
2,4,0.993987 ,0.006013 
1,4,0.992247 ,0.007753 
1,4,0.075520 ,0.924480 
1,4,0.312746 ,0.687254 
1,4,0.045935 ,0.954065 
1,4,0.946333 ,0.053667 
1,4,0.078338 ,0.921662 
1,4,0.001991 ,0.998009 
1,4,0.844639 ,0.155361 
1,4,0.282098 ,0.717902 
1,4,0.139044 ,0.860957 
1,4,0.841682 ,0.158318 
1,4,0.001232 ,0.998768 
1,4,0.001650 ,0.998350 
2,4,0.000686 ,0.999315 
1,4,0.090602 ,0.909398 
1,4,0.000822 ,0.999178 
1,4,0.188938 ,0.811062 
2,4,0.001888 ,0.998112 
2,4,0.981485 ,0.018515 
2,4,0.402292 ,0.597708 
1,4,0.531436 ,0.468564 
1,4,0.044907 ,0.955093 
1,4,0.997336 ,0.002664 
1,4,0.575310 ,0.424690 
2,4,0.642347 ,0.357653 
1,4,0.025379 ,0.974621 
2,4,0.018097 ,0.981903 
1,4,0.999073 ,0.000927 
1,4,0.001177 ,0.998823 
1,5,0.074097 ,0.925903 
1,5,0.988782 ,0.011218 
1,5,0.838603 ,0.161398 
1,5,0.771231 ,0.228769 
1,5,0.070629 ,0.929371 
1,5,0.374933 ,0.625067 
1,5,0.995548 ,0.004452 
1,5,0.621273 ,0.378727 
1,5,0.045118 ,0.954882 
1,5,0.123006 ,0.876994 
1,5,0.543388 ,0.456612 
1,5,0.974611 ,0.025389 
1,5,0.100890 ,0.899110 
1,5,0.729465 ,0.270535 
1,5,0.574898 ,0.425102 
1,5,0.000658 ,0.999342 
1,5,0.973942 ,0.026058 
1,5,0.783381 ,0.216619 
1,5,0.885965 ,0.114035 
1,5,0.361416 ,0.638584 
1,5,0.862468 ,0.137532 
1,5,0.026871 ,0.973129 
1,5,0.136838 ,0.863163 
1,5,0.002066 ,0.997934 
1,5,0.650794 ,0.349206 
1,5,0.552680 ,0.447320 
1,5,0.018897 ,0.981104 
1,5,0.001996 ,0.998004 
1,5,0.084786 ,0.915214 
1,5,0.484606 ,0.515395 
1,5,0.160775 ,0.839225 
1,5,0.007940 ,0.992060 
1,5,0.015222 ,0.984778 
1,6,0.990932 ,0.009068 
1,6,0.895554 ,0.104446 
1,6,0.033029 ,0.966972 
1,6,0.981260 ,0.018740 
2,6,0.990904 ,0.009096 
1,6,0.899845 ,0.100155 
